,fonte,author,title,intencionalidade,data,fato,conteudo,autenticidade,tipo,categoria,link,image
24,G1,-,É #FAKE que imagens provem que Hospital Moinhos de Vento não lotou de pacientes com Covid-19,xv,2000-01-01 00:00:00,False,Hospital diz que 'o vídeo gravado nas dependências da instituição e que sugere que a situação vivida é tranquila não reflete a realidade'. Instituição está com mais de 100% de ocupação dos leitos de terapia intensiva e opera acima da capacidade destinada a pacientes infectados pelo coronavírus.,False,noticia,boato,https://g1.globo.com/fato-ou-fake/coronavirus/noticia/2021/03/04/e-fake-que-imagens-provem-que-hospital-moinhos-de-vento-nao-esta-lotado-de-pacientes-com-covid-19.ghtml,https://s2.glbimg.com/9N-SqOkQrRNvOVtr6hs-31R1diM=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/81/10/9321081
25,G1,-,É #FAKE que vídeo mostre mulher com convulsão na Argentina logo após vacina contra Covid,xv,00,False,"Diretora do hospital afirma que não há registro de que a mulher tenha tomado a vacina ainda. E explica que a paciente foi avaliada e atendida pelos serviços de clínica médica, neurologia e saúde mental e teve sua medicação básica ajustada antes da alta.",False,video,boato,https://g1.globo.com/fato-ou-fake/video/e-fake-que-video-mostre-mulher-com-convulsao-na-argentina-logo-apos-vacina-contra-covid-9317545.ghtml,https://s2.glbimg.com/ZSBBMBVtIL_VyZlEODDo2TGzGtA=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/45/75/9317545
26,G1,-,É #FAKE que vídeo mostre mulher com convulsão na Argentina logo após tomar vacina contra a Covid-19,xv,2000-01-01 00:00:00,False,"Diretora do hospital afirma que não há registro de que a mulher tenha tomado a vacina ainda. E explica que a paciente foi avaliada e atendida pelos serviços de clínica médica, neurologia e saúde mental (psiquiatria e psicologia) e teve sua medicação básica ajustada antes da alta. Funcionários do hospital em que episódio ocorreu dizem que caso não tem nenhuma relação com o imunizante.",False,noticia,boato,https://g1.globo.com/fato-ou-fake/coronavirus/noticia/2021/03/03/e-fake-que-video-mostre-mulher-com-convulsao-na-argentina-logo-apos-tomar-vacina-contra-a-covid-19.ghtml,https://s2.glbimg.com/ZSBBMBVtIL_VyZlEODDo2TGzGtA=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/45/75/9317545
27,G1,-,É #FAKE mensagem que fala em mais de 20 óbitos em 24h por reações a vacinas registrados pela Anvisa,xv,2000-01-01 00:00:00,False,"Agência Nacional de Vigilância Sanitária afirma que informação não é verdadeira e esclarece que os dados públicos de notificações do uso de vacinas contra o coronavírus não indicam qualquer relação com eventos adversos graves. 'Até o momento, não há nenhum caso de óbito conhecido que tenha relação estabelecida com o uso das vacinas para Covid-19 autorizadas no país.'",False,noticia,boato,https://g1.globo.com/fato-ou-fake/coronavirus/noticia/2021/03/02/e-fake-mensagem-que-fala-em-mais-de-20-obitos-em-24h-por-reacoes-a-vacinas-registrados-pela-anvisa.ghtml,https://s2.glbimg.com/DThH2hqRg3DlLe_9Q7WYpi-neeE=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/43/95/7239543
28,G1,-,"É #FAKE que vídeo mostre posto com gasolina a R$ 2,62 no Paraguai em 2021",xv,2000-01-01 00:00:00,False,Imagens estão na internet pelo menos desde 2018. Conteúdo não retrata a realidade atual de preço do combustível no país vizinho.,False,noticia,boato,https://g1.globo.com/fato-ou-fake/noticia/2021/02/27/e-fake-que-video-mostre-posto-com-gasolina-a-r-262-no-paraguai-em-2021.ghtml,https://s2.glbimg.com/DThH2hqRg3DlLe_9Q7WYpi-neeE=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/43/95/7239543
29,G1,-,É #FAKE que cloroquina foi recomendada em 1918 como tratamento contra a gripe espanhola,xv,00,False,"Mensagem falsa usa anúncio de chloro quinina contra a doença do século passado para alegar que se usava cloroquina naquela época. No entanto, chloro quinina e cloroquina são compostos diferentes. Além disso, a chloro quinina não era eficaz contra a gripe espanhola, assim como a cloroquina não mostra resultados contra a Covid-19.",False,video,boato,https://g1.globo.com/fato-ou-fake/video/e-fake-que-cloroquina-foi-recomendada-em-1918-como-tratamento-contra-a-gripe-espanhola-9305131.ghtml,https://s2.glbimg.com/T1syIR44fglDI2HqErxIjDf5Fgo=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/31/51/9305131
30,G1,-,Fato ou Fake lança bot exclusivo para checar conteúdos duvidosos,xv,2000-01-01 00:00:00,False,É possível por meio do número no WhatsApp fazer pedidos de checagens e receber as últimas verificações feitas pela equipe de jornalistas do Grupo Globo.,False,noticia,boato,https://g1.globo.com/fato-ou-fake/noticia/2020/11/11/fato-ou-fake-lanca-bot-exclusivo-para-checar-conteudos-duvidosos.ghtml,-
31,G1,-,O que é #FATO ou #FAKE sobre o coronavírus,xv,00,False,"Vídeos, áudios e posts têm viralizado nas redes sociais. Confira as checagens.",False,[],boato,https://g1.globo.com/fato-ou-fake/coronavirus/,https://s2.glbimg.com/vUTxF9w-hBRXE_So7-tFd8nld_c=/0x0:1600x961/540x304/smart/http://s2.glbimg.com/XwWPiXyKzN1neBmyu4uQLdIMSmI=/0x0:1600x961/1600x961/s.glbimg.com/jo/g1/f/original/2020/03/31/estrutura-do-corona_ZebiVaJ.jpg
32,G1,-,É #FAKE vídeo em que mulher diz que mais de 500 pessoas morreram após tomar vacina contra a Covid-19 no país,xv,2000-01-01 00:00:00,False,Números citados em português são referentes a dados enviados ao sistema de notificações do governo norte-americano e que não são confirmados pelas autoridades de saúde dos EUA. ,False,noticia,boato,https://g1.globo.com/fato-ou-fake/coronavirus/noticia/2021/03/04/e-fake-video-em-que-mulher-diz-que-mais-de-500-pessoas-morreram-apos-tomar-vacina-contra-a-covid-19-no-pais.ghtml,https://s2.glbimg.com/DThH2hqRg3DlLe_9Q7WYpi-neeE=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/43/95/7239543
33,G1,-,É #FAKE que imagens provem que Hospital Moinhos de Vento não lotou de pacientes com Covid,xv,00,False,Hospital diz que 'o vídeo gravado nas dependências da instituição e que sugere que a situação vivida é tranquila não reflete a realidade'.,False,video,boato,https://g1.globo.com/fato-ou-fake/video/e-fake-que-imagens-provem-que-hospital-moinhos-de-vento-nao-lotou-de-pacientes-com-covid-9321081.ghtml,https://s2.glbimg.com/9N-SqOkQrRNvOVtr6hs-31R1diM=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/81/10/9321081
34,G1,-,É #FAKE que imagens provem que Hospital Moinhos de Vento não lotou de pacientes com Covid-19,xv,2000-01-01 00:00:00,False,Hospital diz que 'o vídeo gravado nas dependências da instituição e que sugere que a situação vivida é tranquila não reflete a realidade'. Instituição está com mais de 100% de ocupação dos leitos de terapia intensiva e opera acima da capacidade destinada a pacientes infectados pelo coronavírus.,False,noticia,boato,https://g1.globo.com/fato-ou-fake/coronavirus/noticia/2021/03/04/e-fake-que-imagens-provem-que-hospital-moinhos-de-vento-nao-esta-lotado-de-pacientes-com-covid-19.ghtml,https://s2.glbimg.com/9N-SqOkQrRNvOVtr6hs-31R1diM=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/81/10/9321081
35,G1,-,É #FAKE que vídeo mostre mulher com convulsão na Argentina logo após vacina contra Covid,xv,00,False,"Diretora do hospital afirma que não há registro de que a mulher tenha tomado a vacina ainda. E explica que a paciente foi avaliada e atendida pelos serviços de clínica médica, neurologia e saúde mental e teve sua medicação básica ajustada antes da alta.",False,video,boato,https://g1.globo.com/fato-ou-fake/video/e-fake-que-video-mostre-mulher-com-convulsao-na-argentina-logo-apos-vacina-contra-covid-9317545.ghtml,https://s2.glbimg.com/ZSBBMBVtIL_VyZlEODDo2TGzGtA=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/45/75/9317545
36,G1,-,É #FAKE que vídeo mostre mulher com convulsão na Argentina logo após tomar vacina contra a Covid-19,xv,2000-01-01 00:00:00,False,"Diretora do hospital afirma que não há registro de que a mulher tenha tomado a vacina ainda. E explica que a paciente foi avaliada e atendida pelos serviços de clínica médica, neurologia e saúde mental (psiquiatria e psicologia) e teve sua medicação básica ajustada antes da alta. Funcionários do hospital em que episódio ocorreu dizem que caso não tem nenhuma relação com o imunizante.",False,noticia,boato,https://g1.globo.com/fato-ou-fake/coronavirus/noticia/2021/03/03/e-fake-que-video-mostre-mulher-com-convulsao-na-argentina-logo-apos-tomar-vacina-contra-a-covid-19.ghtml,https://s2.glbimg.com/ZSBBMBVtIL_VyZlEODDo2TGzGtA=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/45/75/9317545
37,G1,-,É #FAKE mensagem que fala em mais de 20 óbitos em 24h por reações a vacinas registrados pela Anvisa,xv,2000-01-01 00:00:00,False,"Agência Nacional de Vigilância Sanitária afirma que informação não é verdadeira e esclarece que os dados públicos de notificações do uso de vacinas contra o coronavírus não indicam qualquer relação com eventos adversos graves. 'Até o momento, não há nenhum caso de óbito conhecido que tenha relação estabelecida com o uso das vacinas para Covid-19 autorizadas no país.'",False,noticia,boato,https://g1.globo.com/fato-ou-fake/coronavirus/noticia/2021/03/02/e-fake-mensagem-que-fala-em-mais-de-20-obitos-em-24h-por-reacoes-a-vacinas-registrados-pela-anvisa.ghtml,https://s2.glbimg.com/DThH2hqRg3DlLe_9Q7WYpi-neeE=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/43/95/7239543
38,G1,-,"É #FAKE que vídeo mostre posto com gasolina a R$ 2,62 no Paraguai em 2021",xv,2000-01-01 00:00:00,False,Imagens estão na internet pelo menos desde 2018. Conteúdo não retrata a realidade atual de preço do combustível no país vizinho.,False,noticia,boato,https://g1.globo.com/fato-ou-fake/noticia/2021/02/27/e-fake-que-video-mostre-posto-com-gasolina-a-r-262-no-paraguai-em-2021.ghtml,https://s2.glbimg.com/DThH2hqRg3DlLe_9Q7WYpi-neeE=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/43/95/7239543
39,G1,-,É #FAKE que cloroquina foi recomendada em 1918 como tratamento contra a gripe espanhola,xv,00,False,"Mensagem falsa usa anúncio de chloro quinina contra a doença do século passado para alegar que se usava cloroquina naquela época. No entanto, chloro quinina e cloroquina são compostos diferentes. Além disso, a chloro quinina não era eficaz contra a gripe espanhola, assim como a cloroquina não mostra resultados contra a Covid-19.",False,video,boato,https://g1.globo.com/fato-ou-fake/video/e-fake-que-cloroquina-foi-recomendada-em-1918-como-tratamento-contra-a-gripe-espanhola-9305131.ghtml,https://s2.glbimg.com/T1syIR44fglDI2HqErxIjDf5Fgo=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/31/51/9305131
40,G1,-,É #FAKE que Anvisa fez post anunciando link de cadastro para vacina contra Covid-19,xv,2000-01-01 00:00:00,False,Agência Nacional de Vigilância Sanitária alerta que mensagem é falsa. Link para cadastro não leva ao site da Anvisa e pode ser perigoso. Anvisa não distribui vacinas e não vacina ninguém.,False,noticia,boato,https://g1.globo.com/fato-ou-fake/coronavirus/noticia/2021/02/08/e-fake-que-anvisa-fez-post-anunciando-link-de-cadastro-para-vacina-contra-covid-19.ghtml,https://s2.glbimg.com/DThH2hqRg3DlLe_9Q7WYpi-neeE=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/43/95/7239543
41,G1,-,É #FAKE que vídeo mostre seringa de vacina em Schwarzenegger com a tampa fechada no momento da aplicação,xv,2000-01-01 00:00:00,False,"Mensagem falsa usa vídeo em que ator é vacinado para disseminar teoria recorrente de que vacinação não ocorreu porque agulha estava coberta. Na verdade, imagens mostram dispositivo de segurança que é acionado após a agulha entrar no músculo do paciente.",False,noticia,boato,https://g1.globo.com/fato-ou-fake/coronavirus/noticia/2021/02/05/e-fake-que-video-mostre-seringa-de-vacina-em-schwarzenegger-com-a-tampa-fechada-no-momento-da-aplicacao.ghtml,https://s2.glbimg.com/DThH2hqRg3DlLe_9Q7WYpi-neeE=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/43/95/7239543
